stamp_id,photo_path_type,photo_path_type,description,type_name,color,paper,perforation,plate_flaw,catalog_price_superb **,catalog_price_extra_fine,catalog_price_very_fine *,catalog_price_fine,catalog_price_avg (*),catalog_price_poor,catalog_price_post_cover,,,,,
40,path_type1,,fialovo hnědá,If,purple-brown,machine paper,9 1/2,-,,,,,,,,,,,,
40,path_type1,,světle fialovo šedá,IIa,light violet grey,machine paper,9 1/2,-,,,,,,,,,,,,
40,path_type1,,šedo fialová,IIb,grey-purple,machine paper,9 1/2,-,,,,,,,,,,,,
41,path_type1,,hnědá,Ia,brown,machine paper,9 1/2,-,,,,,,,,,,,,
41,path_type1,,červeno hnědá,Ib,reddish brown,machine paper,9 1/2,-,,,,,,,,,,,,
41,path_type1,,hnědo růžová,Ic,brownish pink,machine paper,9 1/2,-,,,,,,,,,,,,
41,path_type1,,liliově šedá,IIa,lilac grey,machine paper,9 1/2,-,,,,,,,,,,,,
41,path_type1,,šedofialová,IIb,grey-purple,machine paper,9 1/2,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,Yellow,machine paper,9,-,,,,,,,,,,,,
36,path_type1,,zelená,II,Green,machine paper,9,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,9,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,9,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,9,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,9,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,9,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,10 1/2,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,10 1/2,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,10 1/2,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,10 1/2,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,10 1/2,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,10 1/2,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,10 1/2,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,12,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,12,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,12,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,12,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,12,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,12,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,12,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,13,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,13,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,13,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,13,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,13,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,13,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,13,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,9 : 10 1/2,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 9,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 12,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,10 1/2 : 13,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,12 : 13,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,12 : 13,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,12 : 13,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,12 : 13,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,12 : 13,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,12 : 13,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,12 : 13,-,,,,,,,,,,,,
35,path_type1,,žlutá,II,yellow,machine paper,12 : 10 1/2,-,,,,,,,,,,,,
36,path_type1,,zelená,II,green,machine paper,13 : 10 1/2,-,,,,,,,,,,,,
37,path_type1,,červená,II,red,machine paper,14 : 10 1/2,-,,,,,,,,,,,,
38,path_type1,,modrá,II,blue,machine paper,15 : 10 1/2,-,,,,,,,,,,,,
39,path_type1,,hnědá,II,brown,machine paper,16 : 10 1/2,-,,,,,,,,,,,,
40,path_type1,,šedá,II,grey,machine paper,17 : 10 1/2,-,,,,,,,,,,,,
41,path_type1,,hnědá,II,brown,machine paper,18 : 10 1/2,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - fialovo hnědá,Ia,purple brown,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - šedá,Ib,grey,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - fialová,Ib,purple,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - hnědofialová,Ib,brown-violet,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - fialová,Ic,Purple,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - šedofialová,Id,grey-violet,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - fialová,Ie,Purple,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Hrubý tisk - šedofialová,IIa,grey-violet,Rough print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemý tisk - fialová,IIb,Purple,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemný tisk - šedofialová,IIc,grey-violet,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemný tisk - fialová,III,Purple,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemný tisk - šedofialová,III,grey-violet,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemný tisk - červenofialová,III,red-violet,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
42,path_type1,,Jemný tisk - fialová,IIIa,purple,Fine Print - machinepaper,hand-cut,-,,,,,,,,,,,,
43,path_type1,,modrozelná,Ia,blue-green,machine paper,hand-cut,-,,,,,,,,,,,,
43,path_type1,,žlutozelená,Ib,Yellow-green,machine paper,hand-cut,-,,,,,,,,,,,,
43,path_type1,,smaragdově zelená,Ic,emerald green,machine paper,hand-cut,-,,,,,,,,,,,,
43,path_type1,,šedozelená,Id,grey-green,machine paper,hand-cut,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,9 1/2,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,9 1/2,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,9 1/2,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,9 1/2,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,9 1/2,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,9 1/2,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,9 1/2,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,10,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,10,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,10,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,10,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,10,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,10,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,10,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,9,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,9,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,9,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,9,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,9,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,9,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,9,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,10 1/2,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,10 1/2,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,10 1/2,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,10 1/2,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,10 1/2,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,10 1/2,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,10 1/2,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,11 1/2,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,11 1/2,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,11 1/2,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,11 1/2,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,11 1/2,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,11 1/2,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,11 1/2,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,12,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,12,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,12,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,12,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,12,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,12,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,12,-,,,,,,,,,,,,
44,,,světle hnědá,a,light brown,machine paper,12 1/2,-,,,,,,,,,,,,
45,,,zelená,a,green,machine paper,12 1/2,-,,,,,,,,,,,,
46,,,zářivě červená,a,bright red,machine paper,12 1/2,-,,,,,,,,,,,,
47,,,modrá,a,blue,machine paper,12 1/2,-,,,,,,,,,,,,
48,,,olivově šedá,a,olive grey,machine paper,12 1/2,-,,,,,,,,,,,,
49,,,středně fialově hnědá,a,medium violet brown,machine paper,12 1/2,-,,,,,,,,,,,,
49,,,středně hnědo fialová,b,medium brownish purple,machine paper,12 1/2,-,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra marin,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
55,,,karmínová,a,crimson,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,paper thin and translucent (x),11 1/2,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra crimson,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
55,,,karmínová,a,crimson,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,paper thin and translucent (x),9 1/4,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra crimson,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
55,,,karmínová,a,crimson,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,paper thin and translucent (x),13 : 13 1/2,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra crimson,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
55,,,karmínová,a,crimson,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,paper thin and translucent (x),13 : 12 1/2,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,paper thin and translucent (x),10,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,paper thin and translucent (x),10,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,paper thin and translucent (x),10,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,paper thin and translucent (x),10,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra crimson,paper thin and translucent (x),10,,,,,,,,,,,,,
55,,,karmínová,a,crimson,paper thin and translucent (x),10,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,paper thin and translucent (x),10,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,paper thin and translucent (x),10,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,paper thin and translucent (x),10,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,paper thin and translucent (x),10,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,paper thin and translucent (x),10,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,paper thin and translucent (x),10,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,paper thin and translucent (x),10,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra marin,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
55,,,karmínová,a,crimson,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
60,,,hnědofialová,a,brownish purple,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
61,,,sytě tmavá modrá,a,deep dark blue,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
62,,,tmavě karmínová,a,dark crimson,greyish and soft paper (y),11 1/2,,,,,,,,,,,,,
50,,,tmavězelená,a,dark green,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
51,,,tmavě hnědá / okrová,a,dark brown / ochre,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
52,,,tmavo modro zelená,a,dark blue-green,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
53,,,středně karmínová,a,medium crimson,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
54,,,ultra marínová,a,ultra crimson,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
55,,,karmínová,a,crimson,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
56,,,hnědopurpurová,a,brown-purple,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
57,,,olivovo zelená,a,olive green,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
58,,,šedo tyrkysová,a,grey turquoise,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
59,,,tmavo oranžovo hnědá,a,dark orange-brown,greyish and soft paper (y),9 1/4,,,,,,,,,,,,,
